"","phylum","class","order","family","genus","species","specificEpithet","sex","sampleSizeValue","inTextReference","publicationYear","fullReference","body.mass","body.mass...units","body.mass...minimum","body.mass...maximum","body.mass...method","body.mass...comments","body.mass...metadata.comment","original.body.mass","original.body.mass...units","metabolic.rate","metabolic.rate...units","metabolic.rate...minimum","metabolic.rate...maximum","metabolic.rate...method","metabolic.rate...comments","metabolic.rate...metadata.comment","original.metabolic.rate","original.metabolic.rate...units","original.respiratoryQuotient","original.temperature","mass.specific.metabolic.rate","mass.specific.metabolic.rate...units","brain.size","brain.size...units","brain.size...minimum","brain.size...maximum","brain.size...method","brain.size...comments","brain.size...metadata.comment","original.brain.size","original.brain.size...units"
"802","Arthropoda","Insecta","Hymenoptera","Vespidae","Polistes","Polistes instabilis","instabilis","",2,"O'Donnell, et al., 2014","2014","O'Donnell, S., Clifford, M., Bulova, S., DeLeon, S., Papa, C. & Zahedi, N. (2014). A test of neuroecological predictions using paperwasp caste differences in brain structure (Hymenoptera: Vespidae). Behavioral Ecology and Sociobiology, 68, 529–536.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",4.75524e-07,"kg",NA,NA,"histological reconstruction","queen","cross section, photograph, and imageJ to measure volume",0.459,"mm3"
"803","Arthropoda","Insecta","Hymenoptera","Vespidae","Polistes","Polistes instabilis","instabilis","",6,"O'Donnell, et al., 2014","2014","O'Donnell, S., Clifford, M., Bulova, S., DeLeon, S., Papa, C. & Zahedi, N. (2014). A test of neuroecological predictions using paperwasp caste differences in brain structure (Hymenoptera: Vespidae). Behavioral Ecology and Sociobiology, 68, 529–536.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",5.439e-07,"kg",NA,NA,"histological reconstruction","worker","cross section, photograph, and imageJ to measure volume",0.525,"mm3"
"804","Arthropoda","Insecta","Orthoptera","Acrididae","Schistocerca","Schistocerca gregaria","gregaria","",10,"Kurylas et al., 2008","2008","Kurylas, A.E., Rohlfing, T., Krofczik, S., Jenett, A. & Homberg, U. (2008). Standardized atlas of the brain of the desert locust, Schistocerca gregaria. Cell and Tissue Research, 333, 125.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",7.214637696e-07,"kg",NA,NA,"immunostaining and microscopy","","",696393600,"um3"
"805","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","melanogaster","female",1,"Rein et al., 2002","2002","Rein, K., Mader, M.T. & Heisenberg, M. (2002). The Drosophila Standard Brain. Current Biology, 12, 227–231.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",4.33055252e-09,"kg",NA,NA,"immunostaining and microscopy","","",4180070,"um3"
"806","Arthropoda","Insecta","Hymenoptera","Vespidae","Agelaia","Agelaia xanthopus","xanthopus","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",2.903908e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.2803,"mm3"
"807","Arthropoda","Insecta","Hymenoptera","Vespidae","Agelaia","Agelaia xanthopus","xanthopus","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",2.573424e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.2484,"mm3"
"808","Arthropoda","Insecta","Hymenoptera","Vespidae","Agelaia","Agelaia xanthopus","xanthopus","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",2.567208e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.2478,"mm3"
"809","Arthropoda","Insecta","Hymenoptera","Vespidae","Agelaia","Agelaia xanthopus","xanthopus","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",3.23232e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.312,"mm3"
"810","Arthropoda","Insecta","Hymenoptera","Vespidae","Agelaia","Agelaia xanthopus","xanthopus","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",3.298624e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.3184,"mm3"
"811","Arthropoda","Insecta","Hymenoptera","Vespidae","Angiopolybia","Angiopolybia ischkai","ischkai","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",1.379952e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.1332,"mm3"
"812","Arthropoda","Insecta","Hymenoptera","Vespidae","Angiopolybia","Angiopolybia ischkai","ischkai","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",1.6835e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.1625,"mm3"
"813","Arthropoda","Insecta","Hymenoptera","Vespidae","Angiopolybia","Angiopolybia ischkai","ischkai","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",1.609944e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.1554,"mm3"
"814","Arthropoda","Insecta","Hymenoptera","Vespidae","Angiopolybia","Angiopolybia ischkai","ischkai","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",1.731156e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.1671,"mm3"
"815","Arthropoda","Insecta","Hymenoptera","Vespidae","Angiopolybia","Angiopolybia ischkai","ischkai","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",1.41932e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.137,"mm3"
"816","Arthropoda","Insecta","Hymenoptera","Vespidae","Apoica","Apoica pallens","pallens","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",3.420872e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.3302,"mm3"
"817","Arthropoda","Insecta","Hymenoptera","Vespidae","Apoica","Apoica pallens","pallens","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",2.805488e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.2708,"mm3"
"818","Arthropoda","Insecta","Hymenoptera","Vespidae","Apoica","Apoica pallens","pallens","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",4.245528e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.4098,"mm3"
"819","Arthropoda","Insecta","Hymenoptera","Vespidae","Apoica","Apoica pallens","pallens","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",3.183628e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.3073,"mm3"
"820","Arthropoda","Insecta","Hymenoptera","Vespidae","Apoica","Apoica pallens","pallens","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",3.689196e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.3561,"mm3"
"821","Arthropoda","Insecta","Hymenoptera","Vespidae","Apoica","Apoica pallens","pallens","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",3.691268e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.3563,"mm3"
"822","Arthropoda","Insecta","Hymenoptera","Vespidae","Brachygastra","Brachygastra smithii","smithii","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",2.157988e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.2083,"mm3"
"823","Arthropoda","Insecta","Hymenoptera","Vespidae","Brachygastra","Brachygastra smithii","smithii","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",2.75058e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.2655,"mm3"
"824","Arthropoda","Insecta","Hymenoptera","Vespidae","Brachygastra","Brachygastra smithii","smithii","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",2.4087e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.2325,"mm3"
"825","Arthropoda","Insecta","Hymenoptera","Vespidae","Brachygastra","Brachygastra smithii","smithii","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",2.3569e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.2275,"mm3"
"826","Arthropoda","Insecta","Hymenoptera","Vespidae","Brachygastra","Brachygastra smithii","smithii","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",2.342396e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.2261,"mm3"
"827","Arthropoda","Insecta","Hymenoptera","Vespidae","Brachygastra","Brachygastra smithii","smithii","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",2.523696e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.2436,"mm3"
"828","Arthropoda","Insecta","Hymenoptera","Vespidae","Brachygastra","Brachygastra smithii","smithii","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",2.208752e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.2132,"mm3"
"829","Arthropoda","Insecta","Hymenoptera","Vespidae","Brachygastra","Brachygastra smithii","smithii","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",2.005696e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.1936,"mm3"
"830","Arthropoda","Insecta","Hymenoptera","Vespidae","Charterginus","Charterginus fulvus","fulvus","",1,"O'Donnell, et al., 2018","2018","O’Donnell, S., Bulova, S.J., Barrett, M. & Fiocca, K. (2018). Size constraints and sensory adaptations affect mosaic brain evolution in paper wasps (Vespidae: Epiponini). Biological Journal of the Linnean Society, 123, 302–310.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",1.721832e-07,"kg",NA,NA,"histological reconstruction","","cross section, photograph, and imageJ to measure volume",0.1662,"mm3"
