"","phylum","class","order","family","genus","species","specificEpithet","sex","sampleSizeValue","inTextReference","publicationYear","fullReference","body.mass","body.mass...units","body.mass...minimum","body.mass...maximum","body.mass...method","body.mass...comments","body.mass...metadata.comment","original.body.mass","original.body.mass...units","metabolic.rate","metabolic.rate...units","metabolic.rate...minimum","metabolic.rate...maximum","metabolic.rate...method","metabolic.rate...comments","metabolic.rate...metadata.comment","original.metabolic.rate","original.metabolic.rate...units","original.respiratoryQuotient","original.temperature","mass.specific.metabolic.rate","mass.specific.metabolic.rate...units","brain.size","brain.size...units","brain.size...minimum","brain.size...maximum","brain.size...method","brain.size...comments","brain.size...metadata.comment","original.brain.size","original.brain.size...units"
"1846","Chordata","Mammalia","Primates","Cebidae","Saimiri","Saimiri sciureus","sciureus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.365,"kg",NA,NA,"","",NA,"365","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0212,"kg",NA,NA,"","","German?",21.2,"g"
"1847","Chordata","Mammalia","Primates","Cebidae","Callithrix","Callithrix jacchus","jacchus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.242,"kg",NA,NA,"","",NA,"242","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.009,"kg",NA,NA,"","","German?",9,"g"
"1848","Chordata","Mammalia","Primates","Cebidae","Callithrix","Callithrix jacchus","jacchus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.169,"kg",NA,NA,"","",NA,"169","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0072,"kg",NA,NA,"","","German?",7.2,"g"
"1849","Chordata","Mammalia","Primates","Cebidae","Callithrix","Callithrix jacchus","jacchus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.225,"kg",NA,NA,"","",NA,"225","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0067,"kg",NA,NA,"","","German?",6.7,"g"
"1850","Chordata","Mammalia","Primates","Cebidae","Callithrix","Callithrix jacchus","jacchus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.221,"kg",NA,NA,"","",NA,"221","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.009,"kg",NA,NA,"","","German?",9,"g"
"1851","Chordata","Mammalia","Primates","Cebidae","Callithrix","Callithrix jacchus","jacchus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.155,"kg",NA,NA,"","",NA,"155","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0073,"kg",NA,NA,"","","German?",7.3,"g"
"1852","Chordata","Mammalia","Primates","Cebidae","Callithrix","Callithrix jacchus","jacchus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.187,"kg",NA,NA,"","",NA,"187","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0076,"kg",NA,NA,"","","German?",7.6,"g"
"1853","Chordata","Mammalia","Primates","Cebidae","Callithrix","Callithrix jacchus","jacchus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.235,"kg",NA,NA,"","",NA,"235","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0072,"kg",NA,NA,"","","German?",7.2,"g"
"1854","Chordata","Mammalia","Primates","Cebidae","Leontopithecus","Leontopithecus rosalia","rosalia","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.014,"kg",NA,NA,"","","German?",14,"g"
"1855","Chordata","Mammalia","Primates","Cebidae","Leontopithecus","Leontopithecus rosalia","rosalia","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.407,"kg",NA,NA,"","",NA,"407","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0127,"kg",NA,NA,"","","German?",12.7,"g"
"1856","Chordata","Mammalia","Primates","Cebidae","Midas","Midas ursulus","ursulus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.225,"kg",NA,NA,"","",NA,"225","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0084,"kg",NA,NA,"","","German?",8.4,"g"
"1857","Chordata","Mammalia","Primates","Indriidae","Propithecus","Propithecus coronatus","coronatus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0316,"kg",NA,NA,"","","German?",31.6,"g"
"1858","Chordata","Mammalia","Primates","Lemuridae","Eulemur","Eulemur macaco","macaco","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",1.29,"kg",NA,NA,"","",NA,"1290","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0245,"kg",NA,NA,"","Lemur macaco","German?",24.5,"g"
"1859","Chordata","Mammalia","Primates","Lemuridae","Eulemur","Eulemur macaco","macaco","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",1.2485,"kg",NA,NA,"","",NA,"1248.5","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.024,"kg",NA,NA,"","","German?",24,"g"
"1860","Chordata","Mammalia","Primates","Lemuridae","Eulemur","Eulemur macaco","macaco","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",1.94,"kg",NA,NA,"","",NA,"1940","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.022,"kg",NA,NA,"","","German?",22,"g"
"1861","Chordata","Mammalia","Primates","Lemuridae","Eulemur","Eulemur rufriventer","rufriventer","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",1.015,"kg",NA,NA,"","",NA,"1015","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0249,"kg",NA,NA,"","Lemur rufiventer","German?",24.9,"g"
"1862","Chordata","Mammalia","Primates","Lemuridae","Eulemur","Eulemur rufriventer","rufriventer","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",1.79,"kg",NA,NA,"","",NA,"1790","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0283,"kg",NA,NA,"","","German?",28.3,"g"
"1863","Chordata","Mammalia","Primates","Lemuridae","Eulemur","Eulemur albifrons","albifrons","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",1.54,"kg",NA,NA,"","",NA,"1540","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0223,"kg",NA,NA,"","Lemur albifrons","German?",22.3,"g"
"1864","Chordata","Mammalia","Primates","Lemuridae","Eulemur","Eulemur mongoz","mongoz","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",1.808,"kg",NA,NA,"","",NA,"1808","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0232,"kg",NA,NA,"","Lemur mongoz","German?",23.2,"g"
"1865","Chordata","Mammalia","Primates","Lemuridae","Eulemur","Eulemur mongoz","mongoz","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",1.305,"kg",NA,NA,"","",NA,"1305","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0258,"kg",NA,NA,"","","German?",25.8,"g"
"1866","Chordata","Mammalia","Primates","Lemuridae","Eulemur","Eulemur mongoz","mongoz","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",1.565,"kg",NA,NA,"","",NA,"1565","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0231,"kg",NA,NA,"","","German?",23.1,"g"
"1867","Chordata","Mammalia","Primates","Lemuridae","Lemur","Lemur catta","catta","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",2.35,"kg",NA,NA,"","",NA,"2350","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0208,"kg",NA,NA,"","","German?",20.8,"g"
"1868","Chordata","Mammalia","Primates","Lorisidae","Perodicticus","Perodicticus potto","potto","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.538,"kg",NA,NA,"","",NA,"538","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0109,"kg",NA,NA,"","","German?",10.9,"g"
"1869","Chordata","Mammalia","Primates","Lorisidae","Nycticebus","Nycticebus tardigradus","tardigradus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.527,"kg",NA,NA,"","",NA,"527","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0144,"kg",NA,NA,"","","German?",14.4,"g"
"1870","Chordata","Mammalia","Primates","Lorisidae","Nycticebus","Nycticebus tardigradus","tardigradus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.365,"kg",NA,NA,"","",NA,"365","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0105,"kg",NA,NA,"","","German?",10.5,"g"
"1871","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus giganteus","giganteus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.382,"kg",NA,NA,"","",NA,"382","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.01,"kg",NA,NA,"","Pteropus edwardsi","German?",10,"g"
"1872","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus giganteus","giganteus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.414,"kg",NA,NA,"","",NA,"414","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.007,"kg",NA,NA,"","","German?",7,"g"
"1873","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus giganteus","giganteus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.325,"kg",NA,NA,"","",NA,"325","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0062,"kg",NA,NA,"","","German?",6.2,"g"
"1874","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus giganteus","giganteus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.405,"kg",NA,NA,"","",NA,"405","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0063,"kg",NA,NA,"","","German?",6.3,"g"
"1875","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus giganteus","giganteus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.323,"kg",NA,NA,"","",NA,"323","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0075,"kg",NA,NA,"","","German?",7.5,"g"
"1876","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus giganteus","giganteus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.38,"kg",NA,NA,"","",NA,"380","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0073,"kg",NA,NA,"","","German?",7.3,"g"
"1877","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus giganteus","giganteus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.395,"kg",NA,NA,"","",NA,"395","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0068,"kg",NA,NA,"","","German?",6.8,"g"
"1878","Chordata","Mammalia","Eulipotyphla","Erinaceidae","Erinaceus","Erinaceus europaeus","europaeus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.718,"kg",NA,NA,"","",NA,"718","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0065,"kg",NA,NA,"","","German?",6.5,"g"
"1879","Chordata","Mammalia","Eulipotyphla","Erinaceidae","Erinaceus","Erinaceus europaeus","europaeus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.669,"kg",NA,NA,"","",NA,"669","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0036,"kg",NA,NA,"","","German?",3.6,"g"
"1880","Chordata","Mammalia","Eulipotyphla","Erinaceidae","Erinaceus","Erinaceus europaeus","europaeus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.515,"kg",NA,NA,"","",NA,"515","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0035,"kg",NA,NA,"","","German?",3.5,"g"
"1881","Chordata","Mammalia","Eulipotyphla","Erinaceidae","Erinaceus","Erinaceus europaeus","europaeus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.497,"kg",NA,NA,"","",NA,"497","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.003,"kg",NA,NA,"","","German?",3,"g"
"1882","Chordata","Mammalia","Eulipotyphla","Erinaceidae","Erinaceus","Erinaceus europaeus","europaeus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.925,"kg",NA,NA,"","",NA,"925","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0033,"kg",NA,NA,"","","German?",3.3,"g"
"1883","Chordata","Mammalia","Eulipotyphla","Erinaceidae","Erinaceus","Erinaceus europaeus","europaeus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.92,"kg",NA,NA,"","",NA,"920","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0035,"kg",NA,NA,"","","German?",3.5,"g"
"1884","Chordata","Mammalia","Eulipotyphla","Erinaceidae","Erinaceus","Erinaceus europaeus","europaeus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.985,"kg",NA,NA,"","",NA,"985","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0033,"kg",NA,NA,"","","German?",3.3,"g"
"1885","Chordata","Mammalia","Eulipotyphla","Erinaceidae","Erinaceus","Erinaceus europaeus","europaeus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.448,"kg",NA,NA,"","",NA,"448","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0035,"kg",NA,NA,"","","German?",3.5,"g"
"1886","Chordata","Mammalia","Eulipotyphla","Erinaceidae","Erinaceus","Erinaceus europaeus","europaeus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.69,"kg",NA,NA,"","",NA,"690","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.003,"kg",NA,NA,"","","German?",3,"g"
"1887","Chordata","Mammalia","Eulipotyphla","Talpidae","Talpa","Talpa europaea","europaea","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.077,"kg",NA,NA,"","",NA,"77","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0015,"kg",NA,NA,"","","German?",1.5,"g"
"1888","Chordata","Mammalia","Carnivora","Ailuridae","Ailurus","Ailurus fulgens","fulgens","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",5.59,"kg",NA,NA,"","",NA,"5590","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0468,"kg",NA,NA,"","","German?",46.8,"g"
"1889","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela putorius","putorius","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0075,"kg",NA,NA,"","Putorius putorius","German?",7.5,"g"
"1890","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela putorius","putorius","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.415,"kg",NA,NA,"","",NA,"415","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0066,"kg",NA,NA,"","","German?",6.6,"g"
"1891","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela erminea","erminea","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.179,"kg",NA,NA,"","",NA,"179","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0046,"kg",NA,NA,"","Arctogale ermineus","German?",4.6,"g"
"1892","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela erminea","erminea","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.098,"kg",NA,NA,"","",NA,"98","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.004,"kg",NA,NA,"","","German?",4,"g"
"1893","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela erminea","erminea","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.102,"kg",NA,NA,"","",NA,"102","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0033,"kg",NA,NA,"","","German?",3.3,"g"
"1894","Chordata","Mammalia","Carnivora","Mustelidae","Galictis","Galictis vittata","vittata","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.92,"kg",NA,NA,"","",NA,"920","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0153,"kg",NA,NA,"","","German?",15.3,"g"
"1895","Chordata","Mammalia","Carnivora","Mustelidae","Eira","Eira barbara","barbara","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",2,"kg",NA,NA,"","",NA,"2000","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0442,"kg",NA,NA,"","Galera barbara","German?",44.2,"g"
"1896","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis mesomelas","mesomelas","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",8,"kg",NA,NA,"","",NA,"8000","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0548,"kg",NA,NA,"","Thous mesomelas","German?",54.8,"g"
"1897","Chordata","Mammalia","Carnivora","Canidae","Vulpes","Vulpes vulpes","vulpes","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",2.91,"kg",NA,NA,"","",NA,"2910","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0468,"kg",NA,NA,"","","German?",46.8,"g"
"1898","Chordata","Mammalia","Carnivora","Canidae","Vulpes","Vulpes vulpes","vulpes","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",2.55,"kg",NA,NA,"","",NA,"2550","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0436,"kg",NA,NA,"","","German?",43.6,"g"
"1899","Chordata","Mammalia","Carnivora","Canidae","Vulpes","Vulpes vulpes","vulpes","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",4.235,"kg",NA,NA,"","",NA,"4235","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0505,"kg",NA,NA,"","","German?",50.5,"g"
"1900","Chordata","Mammalia","Carnivora","Canidae","Vulpes","Vulpes vulpes","vulpes","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.054,"kg",NA,NA,"","","German?",54,"g"
"1901","Chordata","Mammalia","Dasyuromorphia","Herpestidae","Mungos","Mungos mungo","mungo","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",0.93,"kg",NA,NA,"","",NA,"930","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0108,"kg",NA,NA,"","Crossarchus zebra","German?",10.8,"g"
"1902","Chordata","Mammalia","Dasyuromorphia","Viverridae","Paradoxurus","Paradoxurus hermaphroditus","hermaphroditus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",3.047,"kg",NA,NA,"","",NA,"3047","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0237,"kg",NA,NA,"","","German?",23.7,"g"
"1903","Chordata","Mammalia","Dasyuromorphia","Viverridae","Paradoxurus","Paradoxurus hermaphroditus","hermaphroditus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0282,"kg",NA,NA,"","","German?",28.2,"g"
"1904","Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus viverrinus","viverrinus","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0048,"kg",NA,NA,"","","German?",4.8,"g"
"1905","Chordata","Mammalia","Carnivora","Viverridae","Arctictis","Arctictis binturong","binturong","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0424,"kg",NA,NA,"","","German?",42.4,"g"
"1906","Chordata","Mammalia","Carnivora","Herpestidae","Herpestes","Herpestes smithii","smithii","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",1.205,"kg",NA,NA,"","",NA,"1205","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0146,"kg",NA,NA,"","","German?",14.6,"g"
"1907","Chordata","Mammalia","Carnivora","Viverridae","Genetta","Genetta pardina","pardina","",1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",1.032,"kg",NA,NA,"","",NA,"1032","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0154,"kg",NA,NA,"","","German?",15.4,"g"
